	Rewards	Avg_Rewards	Loss	Steps
0	17.0	17.0	0.1069260835647583	17
1	25.0	21.0	0.12995052337646484	25
2	34.0	25.333333333333332	-0.406414270401001	34
3	34.0	27.5	-0.27305030822753906	34
4	15.0	25.0	0.011782169342041016	15
5	10.0	22.5	-0.3921473026275635	10
6	13.0	21.142857142857142	-0.05730164051055908	13
7	16.0	20.5	0.02848273515701294	16
8	24.0	20.88888888888889	0.0922052264213562	24
9	23.0	21.1	-0.01375722885131836	23
10	27.0	21.636363636363637	-0.166550874710083	27
11	15.0	21.083333333333332	0.11078715324401855	15
12	46.0	23.0	2.0877678394317627	46
13	26.0	23.214285714285715	0.054261207580566406	26
14	23.0	23.2	-0.44477343559265137	23
15	32.0	23.75	0.5022189617156982	32
16	15.0	23.235294117647058	1.2230918407440186	15
17	16.0	22.833333333333332	-0.6644965410232544	16
18	26.0	23.0	0.006527423858642578	26
19	18.0	22.75	0.1622927188873291	18
20	44.0	23.761904761904763	0.539713442325592	44
21	31.0	24.09090909090909	0.9154791831970215	31
22	11.0	23.52173913043478	0.7538666725158691	11
23	24.0	23.541666666666668	0.3313451409339905	24
24	44.0	24.36	1.0868608951568604	44
25	10.0	23.807692307692307	-0.400783896446228	10
26	16.0	23.51851851851852	-0.16786611080169678	16
27	11.0	23.071428571428573	0.01103520393371582	11
28	9.0	22.586206896551722	0.42372995615005493	9
29	18.0	22.433333333333334	-0.018572330474853516	18
30	30.0	22.677419354838708	0.09923362731933594	30
31	48.0	23.46875	2.3732986450195312	48
32	10.0	23.060606060606062	0.341310977935791	10
33	70.0	24.441176470588236	-1.3800451755523682	70
34	17.0	24.228571428571428	0.2396984100341797	17
35	20.0	24.11111111111111	-0.07552242279052734	20
36	17.0	23.91891891891892	-0.47223973274230957	17
37	20.0	23.81578947368421	0.025318175554275513	20
38	14.0	23.564102564102566	0.1870274543762207	14
39	14.0	23.325	-0.15670347213745117	14
40	31.0	23.51219512195122	0.4519970417022705	31
41	15.0	23.30952380952381	0.3103353977203369	15
42	15.0	23.11627906976744	0.6888315677642822	15
43	17.0	22.977272727272727	-0.6489248871803284	17
44	62.0	23.844444444444445	-0.3393521308898926	62
45	19.0	23.73913043478261	-0.031597137451171875	19
46	16.0	23.574468085106382	0.3258492946624756	16
47	16.0	23.416666666666668	0.22455263137817383	16
48	21.0	23.367346938775512	-0.1422383189201355	21
49	19.0	23.28	-0.28050661087036133	19
50	45.0	23.705882352941178	0.07772207260131836	45
51	16.0	23.557692307692307	0.08385288715362549	16
52	19.0	23.471698113207548	0.008451461791992188	19
53	19.0	23.38888888888889	-0.04996371269226074	19
54	44.0	23.763636363636362	-0.36480712890625	44
55	16.0	23.625	0.17404389381408691	16
56	31.0	23.75438596491228	-0.7611432075500488	31
57	27.0	23.810344827586206	0.13393878936767578	27
58	21.0	23.76271186440678	-0.20091962814331055	21
59	29.0	23.85	0.09000575542449951	29
60	18.0	23.75409836065574	0.39782023429870605	18
61	15.0	23.612903225806452	-0.2794778347015381	15
62	29.0	23.6984126984127	0.07468020915985107	29
63	17.0	23.59375	0.04715836048126221	17
64	13.0	23.43076923076923	0.29775190353393555	13
65	19.0	23.363636363636363	-0.7973976135253906	19
66	39.0	23.597014925373134	-1.3600986003875732	39
67	20.0	23.544117647058822	0.08807682991027832	20
68	14.0	23.405797101449274	0.05375385284423828	14
69	36.0	23.585714285714285	-0.2603248357772827	36
70	14.0	23.450704225352112	0.035835981369018555	14
71	16.0	23.34722222222222	0.27729499340057373	16
72	13.0	23.205479452054796	0.09137368202209473	13
73	14.0	23.08108108108108	-0.09011578559875488	14
74	12.0	22.933333333333334	0.5969345569610596	12
75	56.0	23.36842105263158	0.656893253326416	56
76	24.0	23.376623376623378	-0.3710334300994873	24
77	20.0	23.333333333333332	-0.14650189876556396	20
78	12.0	23.189873417721518	0.016291677951812744	12
79	31.0	23.2875	-0.012342453002929688	31
