	Rewards	Avg_Rewards	Loss	Steps
0	-78.51344518942037	-78.51344518942037	0.29961538314819336	85
1	-186.37945227996164	-132.446448734691	-1.207234501838684	83
2	-140.2989777727954	-135.06395841405913	1.1680660247802734	84
3	-344.18625321131145	-187.34453211337222	1.3649287223815918	84
4	-119.45685333027993	-173.76699635675376	-0.06914043426513672	62
5	-306.99446278250105	-195.97157409437833	-0.36170339584350586	113
6	-215.12807993791995	-198.70821778631284	0.5213662385940552	83
7	-145.34260192595048	-192.03751580376755	0.23207449913024902	109
8	-177.49926237392873	-190.42215431156325	1.4413950443267822	69
9	-218.26525525515984	-193.2064644059229	-0.4421653747558594	69
10	-109.20840321183506	-185.5702770246422	-0.07015681266784668	92
11	-30.173610800754687	-172.62055483931826	0.41298770904541016	102
12	-196.33683799505303	-174.4448843128363	-1.2160701751708984	118
13	-300.6050279918468	-183.45632314705134	1.0063958168029785	111
14	-125.60391034742399	-179.59949562707618	-0.3488130569458008	96
15	-152.7071191779662	-177.9187220990068	-0.39285990595817566	73
16	-252.1079054020293	-182.28279170506696	-0.9019246101379395	99
17	-76.62019653091711	-176.41264752872527	-0.1638350486755371	60
18	-76.15521825723984	-171.1359407249629	-0.7926652431488037	75
19	-69.15378798975266	-166.0368330882024	0.02829718589782715	77
20	-225.933682164466	-168.8890639965959	-1.9146933555603027	96
21	-377.72266718014555	-178.38150050493905	-1.3370752334594727	100
22	-159.08310421374134	-177.54243979662613	-0.10412883758544922	110
23	-115.19648581329179	-174.94469171398717	-1.2791390419006348	67
24	-210.90300154685121	-176.38302410730176	-1.4844753742218018	121
25	-162.27153102068021	-175.84027437320094	0.33289670944213867	95
26	-118.35752752173428	-173.71128374907255	-0.26393747329711914	145
27	-58.8878883166764	-169.61044819791553	0.7183237075805664	62
28	-178.14934108503732	-169.90489278023009	-1.264430284500122	81
29	-118.76324399339893	-168.20017115400236	0.5212831497192383	91
30	-333.0058961608961	-173.51648486390215	-0.11306190490722656	108
31	-123.27470697046454	-171.94642930473222	-1.1330375671386719	70
32	-94.69719567079085	-169.60554343703703	-0.5419623851776123	70
33	-267.5345783777185	-172.4858091705865	-1.0475564002990723	75
34	-59.84164509826135	-169.26740448280577	-0.6737403869628906	71
35	-62.634002980339595	-166.3053655521817	-0.8722968101501465	70
36	-339.69101788351134	-170.99146426383928	0.8454022407531738	123
37	-75.11371689221772	-168.4683656487966	-0.9657669067382812	88
38	-102.22686686811672	-166.7698656800612	-1.028644323348999	79
39	-90.26558630223889	-164.85725869561566	0.39565086364746094	82
40	-181.1305247189132	-165.25416762301316	0.10036170482635498	119
41	-103.23063299839369	-163.77741679861745	-1.4511895179748535	65
42	-97.8722501873374	-162.24473850533187	0.3078765869140625	69
43	-9.064273581823755	-158.76336430252488	1.2343823909759521	66
44	-131.55530297386727	-158.15874071744358	-2.8450474739074707	91
45	-66.6815333618827	-156.1701057749314	0.4818999767303467	73
46	-192.28206046427192	-156.93844523640672	-4.069352149963379	68
47	-108.73336859996232	-155.9341728064808	-0.9434642791748047	69
48	-193.89977238400428	-156.70898096112413	-0.9101533889770508	131
49	-186.61024697572216	-157.3070062814161	2.558161973953247	70
50	-90.43232557237019	-155.99573803221912	-1.9476728439331055	128
51	-150.3227246836081	-155.8866416216689	-0.5993514060974121	104
52	-256.5020149376559	-157.78504489178187	-2.8807077407836914	105
53	-278.57228770001495	-160.0218456845269	-0.22521209716796875	101
54	-98.5353602098347	-158.90390958498708	-2.3353919982910156	66
55	-50.645084589809514	-156.97071628150175	-0.093231201171875	67
56	-315.49283573438834	-159.75180609646466	-0.15868878364562988	92
57	-198.77036708324113	-160.42453990658151	1.3247325420379639	113
58	-102.17319858403987	-159.43722903670792	-1.6868419647216797	61
59	-123.27953154303977	-158.8346007451468	0.26886796951293945	74
60	-87.76990965089894	-157.6696058091755	-0.8457071781158447	62
61	-75.39079961937404	-156.34252828998515	1.6781423091888428	79
62	-197.43543023999092	-156.99479657490588	-2.2731215953826904	101
63	-60.21927504217986	-155.48267905095705	-1.1100399494171143	83
64	-65.21614517523963	-154.0939631451768	-1.1994647979736328	64
65	-113.52374673236265	-153.47926289649777	-0.9803133010864258	62
66	-210.04853194822942	-154.32358034503108	-1.6138935089111328	122
67	-76.05337520595945	-153.17254791651533	-0.0618433952331543	67
68	-74.27212820494952	-152.02906357286943	-0.7530003786087036	72
69	-202.6280540673731	-152.75190629421948	1.118173599243164	118
70	53.14178994570071	-149.85199507957273	1.136800765991211	1000
71	-259.4389309822085	-151.37403585599824	-2.1321678161621094	160
72	-77.3747175149728	-150.36034656365544	0.6020281314849854	105
73	-222.36405502722704	-151.333369651001	-3.8975353240966797	122
74	-134.40730511981627	-151.10768879058517	-1.1560983657836914	85
75	-100.00102671662654	-150.43523271066468	-1.5010497570037842	125
76	-210.81518004830477	-151.21938787089377	-1.7769489288330078	96
77	-31.131485420903473	-149.6797993779452	-0.5809035301208496	140
