	Rewards	Avg_Rewards	Loss	Steps
0	-163.6508108585416	-163.6508108585416	1.8661267757415771	115
1	-192.99454138159757	-178.3226761200696	-0.32711267471313477	118
2	-161.58456973365188	-172.74330732459703	0.098663330078125	73
3	-80.38516472915973	-149.6537716757377	0.8677563667297363	89
4	-125.91680860307727	-144.9063790612056	0.3882107734680176	83
5	-236.16622907112662	-160.1163540628591	0.20389175415039062	118
6	-212.11620888530177	-167.54490475177948	2.489605665206909	108
7	-110.22079020078003	-160.37939043290456	-0.18674898147583008	83
8	-141.22041632898816	-158.2506155324694	0.3662083148956299	89
9	-88.07453535812267	-151.23300751503473	0.9247245788574219	86
10	-90.23014890412331	-145.68729309586095	0.3322620391845703	67
11	-53.20114320434702	-137.9801139382348	-0.5910234451293945	108
12	-216.2509837689528	-144.00095007905927	-0.531620979309082	108
13	-130.96363021038803	-143.06971294558275	-0.468966007232666	93
14	-132.27749054719106	-142.35023145235664	-2.1273341178894043	95
15	-264.92968702629116	-150.01144742572754	-2.1428165435791016	118
16	-249.46138231511773	-155.86144359569167	-0.22794508934020996	86
17	-163.7304390292975	-156.29861000866975	-0.028439044952392578	121
18	-96.00850060479122	-153.12544635583404	-0.22208547592163086	105
19	-131.06181815900206	-152.02226494599245	1.4117350578308105	90
20	-136.73945887747604	-151.2945122760631	-0.19495797157287598	90
21	-105.83861508150308	-149.2283351308558	-0.5879077911376953	83
22	-144.19488910414114	-149.00948965143343	-4.1631646156311035	143
23	-89.7463338313903	-146.540191492265	0.7287464141845703	126
24	-119.1452527078606	-145.44439394088883	-1.322493076324463	92
25	-265.8083045665911	-150.07377511880046	-1.5654582977294922	115
26	-184.57889884360844	-151.3517426641637	-2.7054519653320312	128
27	-57.97941787129514	-148.01701677870412	-1.089949131011963	119
28	-354.799569559717	-155.1474496332218	4.02294397354126	96
29	-268.71528915701253	-158.9330442840148	2.142354726791382	94
30	-204.57472872244165	-160.4053566852544	2.137873888015747	121
31	-74.87589407955397	-157.73256097882626	-3.038710117340088	83
32	-201.6318872468076	-159.0628435930075	-5.288312911987305	116
33	-0.2773923895981909	-154.39268326349546	0.34760189056396484	143
34	-139.13414078664127	-153.95672490701392	-0.051494598388671875	103
35	-138.02317401677445	-153.51412627117395	-4.1068010330200195	123
36	-66.66143695329694	-151.1667562896097	-5.494802474975586	130
37	-48.57603400419663	-148.46700043999357	0.626154899597168	87
38	-44.0244708951531	-145.78898686192073	3.592318534851074	79
