	Rewards	Avg_Rewards	Loss	Steps
0	-111.95361816421259	-111.95361816421259	-0.6498568058013916	77
1	-331.9838223449486	-221.96872025458057	-0.46747732162475586	93
2	-96.09326269102118	-180.01023440006077	1.0109515190124512	111
3	-222.1704926396577	-190.55029895996	-0.32605671882629395	90
4	-136.12857846078873	-179.66595486012574	-0.6690349578857422	104
5	-143.06015671200032	-173.56498850210482	1.090975284576416	76
6	-115.15676463662349	-165.22095652132177	0.17350196838378906	68
7	-228.0993627158761	-173.0807572956411	-0.4848365783691406	103
8	-381.0056037716026	-196.18351801519236	-0.27760934829711914	128
9	-129.06858221042637	-189.4720244347158	-1.3755805492401123	73
10	-164.66933559350917	-187.21723454006062	0.5584554672241211	128
11	-83.71214332399627	-178.59181027205526	-0.897066593170166	118
12	-127.90882033892659	-174.69311873873767	-0.011313915252685547	87
13	-78.89298313386286	-167.85025190981804	0.1820993423461914	68
14	-136.95254264861364	-165.79040462573775	1.3849074840545654	99
15	-133.1243145023323	-163.7487739930249	-0.6509531736373901	99
16	-62.951422459962565	-157.81951802049184	0.2086772918701172	117
17	-219.7369821709745	-161.25937713996308	-0.23076480627059937	129
18	-146.41493798757725	-160.47809086878488	-0.7812515497207642	71
19	-159.2297391316523	-160.41567328192826	-2.0897176265716553	97
20	-464.39583914004186	-174.89091927517177	-1.4522361755371094	110
21	-108.65946651190423	-171.88039869502325	-0.8458991050720215	100
22	-453.77915245601304	-184.1368662498489	-1.968876600265503	143
23	-240.78668757752493	-186.49727547183542	1.1581056118011475	113
24	-226.35957575367223	-188.0917674831089	-1.0494056940078735	79
25	-81.89639367899338	-184.00733002910445	0.4293384552001953	66
26	-149.9941937635182	-182.74758424149016	-1.607487678527832	122
27	-68.55952015829861	-178.66943909566186	-0.31113624572753906	106
28	-248.19647981426908	-181.06692325837247	-0.6778671741485596	83
29	-40.09081584144099	-176.36771967780808	0.3152341842651367	64
30	-173.0825328156086	-176.2617459080597	-1.4753050804138184	70
31	-82.77770795485449	-173.34036972202202	-0.08552765846252441	65
32	-206.20746620281238	-174.33634234265205	-1.1478670835494995	129
33	-489.4311750985552	-183.603837423708	-1.4783997535705566	97
34	-163.20333645347472	-183.02096596741563	-2.426098585128784	106
35	-5.152996974635485	-178.0801890509495	-1.1925246715545654	131
36	-293.8504273007176	-181.20911440905135	-1.884282112121582	97
37	-388.03440982026746	-186.65188534092545	-0.9150364398956299	97
38	-120.86436695448602	-184.96502589511934	-0.8081674575805664	125
39	-84.17930991993892	-182.4453829957398	-1.9900732040405273	73
40	-82.94451769337314	-180.01853262251134	-1.4526848793029785	121
41	-324.7198265971897	-183.46380152667038	3.938060760498047	95
42	-88.10332833983765	-181.24611610372077	-0.560422420501709	73
43	-111.6501607988685	-179.66438984679232	0.8673877716064453	77
44	-157.3122900754579	-179.16767651854042	-1.2023473978042603	119
45	-341.1302621482107	-182.68860229309848	1.2791755199432373	108
46	-168.141440686532	-182.37908821636302	0.5446391105651855	93
47	-93.96342741441629	-180.5370952829891	-0.18953490257263184	101
48	-114.61882734556654	-179.19182450875599	-1.0637338161468506	128
49	-163.25674937595386	-178.87312300609995	-0.4817676544189453	145
50	-230.22414052930947	-179.8800057026335	-1.3706471920013428	103
51	-183.95260789245253	-179.9583249755146	1.3374223709106445	120
52	-121.60286690112184	-178.85727859675248	-1.8075326681137085	87
53	-186.47113033129298	-178.9982758510958	0.7020266056060791	85
54	-82.61993140231107	-177.24594231566334	-0.14518141746520996	77
55	-42.26280262054723	-174.83552910682207	0.7920207977294922	146
56	-61.29967591877214	-172.84367203334747	-0.09462952613830566	62
57	-192.14479936934254	-173.17645009086462	-1.3703699111938477	111
58	-234.7353744365187	-174.21982168994353	0.2091810703277588	83
59	-109.98307098822735	-173.14920917824827	-1.552067518234253	113
60	-195.0396746133802	-173.5080692673488	0.2485671043395996	94
61	-138.15916170161432	-172.93792559693372	0.38136792182922363	104
62	-277.84686398595613	-174.60314684120394	-0.5322604179382324	131
63	-243.7475066183769	-175.68352746272222	-1.9706757068634033	81
64	-229.78273769530625	-176.51582300476198	3.1144490242004395	71
65	-126.13059291145034	-175.75241042759058	-0.480499267578125	126
66	-40.10116309797915	-173.72776494505908	-0.458984375	69
67	-174.83471405263472	-173.74404360840578	-1.307025671005249	110
68	-397.95542710590416	-176.99348394894923	2.1321005821228027	142
69	-81.79493432736064	-175.63350466864082	-0.41882967948913574	80
70	-193.58641576649416	-175.8863625714275	0.8202619552612305	92
71	-53.92487204979501	-174.19245298084925	-1.1582221984863281	78
72	-113.69712512568455	-173.36374985954563	-0.2951669692993164	75
73	-143.33486880556222	-172.95795416962693	-1.6339764595031738	78
74	-150.12348588404734	-172.65349459248588	0.9187352657318115	127
75	-83.3925334611572	-171.4790082618105	-0.23606085777282715	81
76	-328.07991725427183	-173.51278630067364	-1.297440528869629	81
77	-108.50706524523126	-172.67937962047566	0.7750635147094727	61
78	-211.89608349436375	-173.17579359356284	-1.8108949661254883	74
79	-80.26978068305435	-172.0144684321815	-0.902529239654541	79
80	-189.85264784510332	-172.23469286937808	-0.5205414295196533	67
