	Rewards	Avg_Rewards	Epsilon	Steps
0	-218.08431704661757	-218.08431704661757	0.9965000000000004	98
1	-364.6739275283939	-291.37912228750577	0.9868000000000015	97
2	-269.12434731435883	-283.9608639631235	0.9756000000000027	112
3	-216.02874992917984	-266.97783545463756	0.9645000000000039	111
4	-53.85351677000966	-224.352971717712	0.9565000000000048	80
5	-104.32050974518052	-204.34756138895673	0.9481000000000057	84
6	-103.99271555924946	-190.0111548418557	0.9389000000000067	92
7	-85.96302561368762	-177.00513868833468	0.9299000000000077	90
8	-115.81475074778785	-170.2062066949406	0.9228000000000085	71
9	-120.99957787948806	-165.28554381339535	0.9145000000000094	83
10	-96.54990671500137	-159.03684953172316	0.9024000000000107	121
11	-76.91703038435676	-152.19353126944262	0.8957000000000115	67
12	-127.9438300728897	-150.32816963893856	0.8870000000000124	87
13	-118.29731696578389	-148.0402515908561	0.8753000000000137	117
14	-92.46448091985187	-144.33520021278912	0.8676000000000146	77
15	-328.3463716676365	-155.8358984287171	0.8527000000000162	149
16	-136.25548865442659	-154.6841096184647	0.8415000000000175	112
17	-103.87491427175696	-151.86137654364762	0.827000000000019	145
18	-63.818185101476494	-147.22752436248072	0.8158000000000203	112
19	-104.04895195368901	-145.06859574204114	0.8063000000000213	95
20	-74.91908530500596	-141.72814286408706	0.7990000000000221	73
21	-112.33607824710387	-140.39213992695147	0.7848000000000237	142
22	-107.5514660199236	-138.9642845396894	0.7783000000000244	65
23	-72.48225140288334	-136.1941998256558	0.7699000000000253	84
24	-81.67944247223095	-134.01360953151882	0.7625000000000262	74
25	-74.23455832913271	-131.71441525450396	0.7556000000000269	69
26	-103.33106662780119	-130.66318012018164	0.7418000000000284	138
27	-67.95991437002328	-128.4237777719617	0.7337000000000293	81
28	-65.77856849730372	-126.26359814180108	0.7202000000000308	135
29	-117.1248578169885	-125.95897346430732	0.7077000000000322	125
30	-42.31894318997724	-123.260907971587	0.6926000000000339	151
31	-92.00006267541067	-122.2840065560815	0.6786000000000354	140
32	-67.1581600067826	-120.61352635761789	0.6713000000000362	73
33	-69.19167914684772	-119.10111908671288	0.6598000000000375	115
34	-90.66028377540636	-118.28852379210413	0.6443000000000392	155
35	-29.591494998056618	-115.82471743671393	0.6363000000000401	80
36	-76.68790389737656	-114.76696571943454	0.6264000000000411	99
37	-124.04604298931464	-115.01115196337875	0.619000000000042	74
38	22.32207033868312	-111.48978728896691	0.6062000000000434	128
39	-45.903494538052534	-109.85012997019403	0.5927000000000449	135
40	-161.29793246703892	-111.10495442133659	0.5805000000000462	122
41	-76.5737138992788	-110.28278202795425	0.5711000000000472	94
42	-52.86686486548189	-108.9475281404549	0.5533000000000492	178
43	-10.0578769552492	-106.70003606806387	0.5328000000000515	205
44	-70.43956176617586	-105.89424775024413	0.5221000000000526	107
45	19.36688715561722	-103.17117960011672	0.4945000000000557	276
46	3.543481697669023	-100.90065489165318	0.4815000000000571	130
47	-181.01684541174768	-102.56974219415515	0.43670000000006204	448
48	-86.17444620838575	-102.23514431689456	0.4141000000000645	226
49	-37.576598621033654	-100.94197340297734	0.39230000000006693	218
50	-75.3556751223469	-100.44028127982773	0.3054000000000765	869
51	-139.61008658892789	-101.19354676654119	0.2054000000000875	1000
52	-82.92270849220002	-100.84881396891211	0.1054000000000958	1000
53	-96.92835396026808	-100.77621285764093	0.01	1000
54	-6.49263406283328	-99.06196597046262	0.01	1000
55	-96.84935007812275	-99.02245497238512	0.01	950
56	-34.6789693838519	-97.89362189188454	0.01	1000
57	-47.28466114990285	-97.02105360322967	0.01	1000
58	-32.50280836482966	-95.9275240229178	0.01	1000
59	-1.6599845829516608	-94.35639836558502	0.01	1000
60	-134.57916098299623	-95.01578791669013	0.01	1000
61	126.32703499890275	-91.44574238579348	0.01	846
62	66.80346267736677	-88.9338502419338	0.01	1000
63	-55.329521231076164	-88.40878260113914	0.01	585
64	-130.05126249811158	-89.04943613801564	0.01	1000
65	10.506348800762115	-87.54101515409478	0.01	1000
66	-41.816064904534706	-86.85855321007149	0.01	1000
67	-46.08492218406309	-86.25894098910078	0.01	1000
68	-83.94404358030579	-86.22539175129215	0.01	1000
69	87.37618784417027	-83.7453691856427	0.01	787
70	-31.84490049418308	-83.01437666886157	0.01	1000
71	-30.960960250288107	-82.29141255193693	0.01	1000
72	-78.68333072765884	-82.24198677352216	0.01	1000
73	-41.73550386842545	-81.69460186939924	0.01	1000
74	-41.67344490139554	-81.16098644315919	0.01	1000
75	-62.99874652580802	-80.92200960214142	0.01	150
76	-126.633041105542	-81.51565936192584	0.01	532
77	-36.69380420270665	-80.94102019321791	0.01	1000
78	-313.29326974247147	-83.88218790903123	0.01	124
79	-381.5054921867677	-87.60247921250293	0.01	860
80	-36.821715459662286	-86.9755562032086	0.01	1000
81	-68.67214275375834	-86.75234384406897	0.01	1000
82	-37.608981933962994	-86.16025514635685	0.01	1000
83	-49.45877441544504	-85.72333275670314	0.01	1000
84	-23.77414117687643	-84.99451873811694	0.01	1000
85	-39.55736608081249	-84.46617975372968	0.01	1000
86	-28.69195348477716	-83.82509669316701	0.01	1000
87	-38.08002320929885	-83.3052663126685	0.01	1000
88	-74.62800699508146	-83.20776901696527	0.01	1000
89	143.2629667391873	-80.69142750856358	0.01	731
90	-54.295142670748916	-80.40135844441177	0.01	1000
91	117.60489898561312	-78.24911651582454	0.01	575
92	-57.41358700215512	-78.02507856406466	0.01	1000
93	36.36901728943468	-76.80812009753807	0.01	1000
94	-41.66107885691723	-76.43815124237364	0.01	1000
95	-1.6935632131887683	-75.6595617837363	0.01	1000
96	-366.3528177681088	-78.65639947429685	0.01	876
97	-49.64776784203572	-78.3603930290697	0.01	1000
98	102.96726336666079	-76.52880054022393	0.01	865
99	-102.49466585491746	-76.78845919337087	0.01	249
100	-130.5435644137188	-75.91305166704188	0.01	948
101	-9.247786772845355	-72.35879025948638	0.01	1000
102	-41.13581164006523	-70.07890490274346	0.01	1000
103	137.85902008836243	-66.54002720256803	0.01	931
104	-14.903183959383561	-66.15052387446177	0.01	1000
105	-38.099542939283964	-65.48831420640279	0.01	1000
106	-18.60459048685522	-64.63443295567886	0.01	1000
107	-144.5251723310484	-65.22005442285246	0.01	93
108	-11.870283266705371	-64.18060974804163	0.01	91
109	41.39015537887648	-62.55671241545799	0.01	1000
110	-38.85070714358911	-61.979720419743856	0.01	1000
111	-2.776279090093285	-61.23831290680123	0.01	1000
112	-49.35283570568118	-60.452402963129146	0.01	1000
113	-37.716828405114796	-59.646598077522455	0.01	1000
114	-23.963932590386413	-58.9615925942278	0.01	1000
115	31.209356459145592	-55.36603531295999	0.01	1000
116	0.8561178239065377	-53.994919248176636	0.01	1000
117	-16.8705704667678	-53.12487581012676	0.01	1000
118	-31.3377644976282	-52.800071604088274	0.01	1000
119	8.827525977999464	-51.67130682477139	0.01	1000
120	-133.19665588880372	-52.25408253060937	0.01	1000
121	-17.32044983673111	-51.30392624650565	0.01	1000
122	-16.776091266532653	-50.39617249897174	0.01	1000
123	-216.5155795383391	-51.83650578032629	0.01	708
124	127.48775799233756	-49.74483377568061	0.01	933
125	-35.3570129447169	-49.35605832183644	0.01	1000
126	-25.17579752378305	-48.57450563079627	0.01	1000
127	-3.355433645296067	-47.928460823549	0.01	1000
128	60.925079038033886	-46.66142434819563	0.01	1000
129	-50.82793050122626	-45.99845507503801	0.01	1000
130	0.03648458232195617	-45.574900797315	0.01	1000
131	-8.709902327019705	-44.74199919383109	0.01	1000
132	-41.57001288130528	-44.48611772257632	0.01	1000
133	-39.68391925461945	-44.19104012365404	0.01	1000
134	-13.889284441674633	-43.42333013031673	0.01	1000
135	-31.82255092593318	-43.44564068959549	0.01	1000
136	-18.11631912222749	-42.859924841844006	0.01	1000
137	-33.195960633495346	-41.951424018285806	0.01	1000
138	-51.87183240838163	-42.693363045756456	0.01	1000
139	-30.149789231863053	-42.53582599269456	0.01	1000
140	-29.078427774531843	-41.21363094576948	0.01	1000
141	-26.619900645704234	-40.71409281323374	0.01	1000
142	-60.97913223671014	-40.79521548694602	0.01	1000
143	-70.02554334389463	-41.394892150832476	0.01	1000
144	177.5712419998632	-38.91478411317209	0.01	662
145	-29.557204720297033	-39.40402503193123	0.01	1000
146	208.88392509538897	-37.350620597954034	0.01	639
147	-59.406574841382145	-36.13451789225038	0.01	1000
148	-49.73912393325412	-35.77016466949906	0.01	1000
149	-209.61518438585958	-37.49055052714732	0.01	376
150	-12.319566756605637	-36.86018944348991	0.01	1000
151	-3.802128939348019	-35.502109866994104	0.01	1000
152	-28.92264291798987	-34.962109211252006	0.01	1000
153	-13.894481922354466	-34.13177049087287	0.01	1000
154	-14.73678165391632	-34.214211966783694	0.01	1000
155	-72.60293428400583	-33.97174780884252	0.01	1000
156	155.35014369293526	-32.071456678074654	0.01	729
157	-383.9815360149974	-35.438425426725594	0.01	621
158	7.67472389174244	-35.036650104159875	0.01	1000
159	-109.41103095402929	-36.114160567870655	0.01	670
160	-17.116043589669747	-34.9395293939374	0.01	1000
161	113.5453248121113	-35.06734649580531	0.01	730
162	-47.42310879835224	-36.209612210562504	0.01	1000
163	-44.147230183921224	-36.09778930009095	0.01	1000
164	77.01298459059868	-34.02714682920385	0.01	1000
165	-136.01242191628714	-35.492334536374344	0.01	1000
166	37.495598077485425	-34.699217906554146	0.01	1000
167	171.12452526705724	-32.527123432042934	0.01	961
168	-7.282168951583549	-31.760504685755713	0.01	1000
169	229.3291957345832	-30.34097460685159	0.01	470
170	228.67261008947173	-27.735799501015034	0.01	650
171	206.72085706874992	-25.358981327824655	0.01	355
172	-80.13974639877887	-25.373545484535853	0.01	544
173	178.92823230071963	-23.166908122844408	0.01	887
174	77.44709014580175	-21.97570277237243	0.01	786
175	-60.94287074469438	-21.9551440145613	0.01	1000
176	-40.78641099877942	-21.09667771349367	0.01	1000
177	-51.48469150429216	-21.244586586509524	0.01	1000
178	190.4241988415721	-16.20741190066909	0.01	570
179	192.94958840106358	-10.462861094790778	0.01	339
180	21.476665243479346	-9.87987728775936	0.01	430
181	-149.53653920080308	-10.688521252229805	0.01	728
182	175.58962035286265	-8.55653522936155	0.01	397
183	-8.193329693892537	-8.143880782146026	0.01	160
