	Rewards	Avg_Rewards	Epsilon	Steps
0	18.0	18.0	1.0	18
1	42.0	30.0	1.0	42
2	50.0	36.666666666666664	0.9953000000000005	50
3	13.0	30.75	0.9940000000000007	13
4	19.0	28.4	0.9921000000000009	19
5	26.0	28.0	0.9895000000000012	26
6	10.0	25.428571428571427	0.9885000000000013	10
7	9.0	23.375	0.9876000000000014	9
8	9.0	21.77777777777778	0.9867000000000015	9
9	13.0	20.9	0.9854000000000016	13
10	32.0	21.90909090909091	0.982200000000002	32
11	11.0	21.0	0.9811000000000021	11
12	22.0	21.076923076923077	0.9789000000000023	22
13	13.0	20.5	0.9776000000000025	13
14	11.0	19.866666666666667	0.9765000000000026	11
15	53.0	21.9375	0.9712000000000032	53
16	14.0	21.470588235294116	0.9698000000000033	14
17	21.0	21.444444444444443	0.9677000000000036	21
18	18.0	21.263157894736842	0.9659000000000038	18
19	19.0	21.15	0.964000000000004	19
20	16.0	20.904761904761905	0.9624000000000041	16
21	26.0	21.136363636363637	0.9598000000000044	26
22	20.0	21.08695652173913	0.9578000000000046	20
23	11.0	20.666666666666668	0.9567000000000048	11
24	18.0	20.56	0.954900000000005	18
25	9.0	20.115384615384617	0.9540000000000051	9
26	18.0	20.037037037037038	0.9522000000000053	18
27	21.0	20.071428571428573	0.9501000000000055	21
28	19.0	20.03448275862069	0.9482000000000057	19
29	20.0	20.033333333333335	0.9462000000000059	20
30	12.0	19.774193548387096	0.9450000000000061	12
31	13.0	19.5625	0.9437000000000062	13
32	19.0	19.545454545454547	0.9418000000000064	19
33	11.0	19.294117647058822	0.9407000000000065	11
34	11.0	19.057142857142857	0.9396000000000067	11
35	14.0	18.916666666666668	0.9382000000000068	14
36	11.0	18.7027027027027	0.9371000000000069	11
37	26.0	18.894736842105264	0.9345000000000072	26
38	21.0	18.94871794871795	0.9324000000000074	21
39	26.0	19.125	0.9298000000000077	26
40	25.0	19.26829268292683	0.927300000000008	25
41	10.0	19.047619047619047	0.9263000000000081	10
42	20.0	19.069767441860463	0.9243000000000083	20
43	25.0	19.204545454545453	0.9218000000000086	25
44	18.0	19.177777777777777	0.9200000000000088	18
45	22.0	19.23913043478261	0.917800000000009	22
46	44.0	19.76595744680851	0.9134000000000095	44
47	27.0	19.916666666666668	0.9107000000000098	27
48	21.0	19.93877551020408	0.9086000000000101	21
49	15.0	19.84	0.9071000000000102	15
50	19.0	19.823529411764707	0.9052000000000104	19
51	28.0	19.98076923076923	0.9024000000000107	28
52	55.0	20.641509433962263	0.8969000000000114	55
53	28.0	20.77777777777778	0.8941000000000117	28
54	15.0	20.672727272727272	0.8926000000000118	15
55	15.0	20.571428571428573	0.891100000000012	15
56	62.0	21.29824561403509	0.8849000000000127	62
57	24.0	21.344827586206897	0.8825000000000129	24
58	14.0	21.220338983050848	0.8811000000000131	14
59	42.0	21.566666666666666	0.8769000000000136	42
60	20.0	21.540983606557376	0.8749000000000138	20
61	29.0	21.661290322580644	0.8720000000000141	29
62	24.0	21.6984126984127	0.8696000000000144	24
63	35.0	21.90625	0.8661000000000147	35
64	20.0	21.876923076923077	0.864100000000015	20
65	21.0	21.863636363636363	0.8620000000000152	21
66	9.0	21.671641791044777	0.8611000000000153	9
67	25.0	21.720588235294116	0.8586000000000156	25
68	25.0	21.768115942028984	0.8561000000000158	25
69	14.0	21.65714285714286	0.854700000000016	14
70	32.0	21.802816901408452	0.8515000000000164	32
71	11.0	21.65277777777778	0.8504000000000165	11
72	23.0	21.671232876712327	0.8481000000000167	23
73	32.0	21.81081081081081	0.8449000000000171	32
74	29.0	21.906666666666666	0.8420000000000174	29
75	11.0	21.763157894736842	0.8409000000000175	11
76	65.0	22.324675324675326	0.8344000000000182	65
77	31.0	22.435897435897434	0.8313000000000186	31
78	20.0	22.40506329113924	0.8293000000000188	20
79	35.0	22.5625	0.8258000000000192	35
80	27.0	22.617283950617285	0.8231000000000195	27
81	28.0	22.682926829268293	0.8203000000000198	28
82	17.0	22.6144578313253	0.81860000000002	17
83	35.0	22.761904761904763	0.8151000000000204	35
84	14.0	22.658823529411766	0.8137000000000205	14
85	38.0	22.837209302325583	0.8099000000000209	38
86	25.0	22.862068965517242	0.8074000000000212	25
87	50.0	23.170454545454547	0.8024000000000218	50
88	67.0	23.662921348314608	0.7957000000000225	67
89	11.0	23.522222222222222	0.7946000000000226	11
90	14.0	23.417582417582416	0.7932000000000228	14
91	26.0	23.445652173913043	0.7906000000000231	26
92	24.0	23.451612903225808	0.7882000000000233	24
93	49.0	23.72340425531915	0.7833000000000239	49
94	11.0	23.589473684210525	0.782200000000024	11
95	11.0	23.458333333333332	0.7811000000000241	11
96	29.0	23.515463917525775	0.7782000000000244	29
97	41.0	23.693877551020407	0.7741000000000249	41
98	13.0	23.585858585858585	0.772800000000025	13
99	19.0	23.54	0.7709000000000252	19
100	16.0	23.52	0.7693000000000254	16
101	58.0	23.68	0.763500000000026	58
102	15.0	23.33	0.7620000000000262	15
103	16.0	23.36	0.7604000000000264	16
104	34.0	23.51	0.7570000000000268	34
105	52.0	23.77	0.7518000000000273	52
106	28.0	23.95	0.7490000000000276	28
107	47.0	24.33	0.7443000000000282	47
108	48.0	24.72	0.7395000000000287	48
109	28.0	24.87	0.736700000000029	28
110	20.0	24.75	0.7347000000000292	20
111	51.0	25.15	0.7296000000000298	51
112	49.0	25.42	0.7247000000000303	49
113	17.0	25.46	0.7230000000000305	17
114	84.0	26.19	0.7146000000000314	84
115	55.0	26.21	0.709100000000032	55
116	93.0	27.0	0.6998000000000331	93
117	68.0	27.47	0.6930000000000338	68
118	64.0	27.93	0.6866000000000345	64
119	31.0	28.05	0.6835000000000349	31
120	25.0	28.14	0.6810000000000351	25
121	30.0	28.18	0.6780000000000355	30
122	13.0	28.11	0.6767000000000356	13
123	11.0	28.11	0.6756000000000357	11
124	24.0	28.17	0.673200000000036	24
125	101.0	29.09	0.6631000000000371	101
126	43.0	29.34	0.6588000000000376	43
127	93.0	30.06	0.6495000000000386	93
128	138.0	31.25	0.6357000000000401	138
129	74.0	31.79	0.6283000000000409	74
130	67.0	32.34	0.6216000000000417	67
131	71.0	32.92	0.6145000000000425	71
132	30.0	33.03	0.6115000000000428	30
133	153.0	34.45	0.5962000000000445	153
134	145.0	35.79	0.5817000000000461	145
135	112.0	36.77	0.5705000000000473	112
136	186.0	38.52	0.5519000000000494	186
137	131.0	39.57	0.5388000000000508	131
138	244.0	41.8	0.5144000000000535	244
139	92.0	42.46	0.5052000000000545	92
140	172.0	43.93	0.4880000000000564	172
141	121.0	45.04	0.4759000000000577	121
142	78.0	45.62	0.4681000000000586	78
143	133.0	46.7	0.45480000000006005	133
144	149.0	48.01	0.4399000000000617	149
145	132.0	49.11	0.42670000000006314	132
146	234.0	51.01	0.4033000000000657	234
